Generation gvNormUnres1 sd var SDSt zMean AdditGenicVar1 SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Rep Strategy Repeats
40 5.53466061539705 1.37491782257428 1.8903990188324 1 0 2.2450557878 1.4983510228915 1 0 0 1.8903990188324 1.37491782257428 1 0 Class 0 SU55 11
41 5.71756500868211 1.34932225861586 1.82067055759621 0.981383931797104 0.133029327485626 2.2494614447 1.49982047082309 1.0009807100667 0.122070456448911 -0.000980710066695201 1.89410870369918 1.37626621832376 1.0009807100667 0.133029327485626 Class 0 SU55 11
42 5.92936618459167 1.34252816989097 1.8023818869508 0.976442481033036 0.287075752975261 2.2281862059 1.49271102558399 0.996235863812055 0.263426635791205 0.00376413618794547 1.87619436465625 1.36974244464288 0.996235863812055 0.287075752975261 Class 0 SU55 11
43 6.15348940159438 1.33933546776053 1.79381949520131 0.974120377065786 0.450084198514994 2.2172640283 1.48904802753303 0.993791177623706 0.413006549695624 0.00620882237629361 1.86699758926619 1.36638120203192 0.993791177623706 0.450084198514994 Class 0 SU55 11
44 6.28741686821735 1.33780815727238 1.78973066566451 0.973009539412019 0.547491814027768 2.216829846 1.48890222848916 0.99369387129052 0.502389788053564 0.00630612870947966 1.8666319957703 1.36624741382017 0.99369387129052 0.547491814027768 Class 0 SU55 11
45 6.45895126977036 1.32196658981688 1.74759566459207 0.961487710837686 0.672251562382649 2.2125510764 1.4874646471093 0.992734428971665 0.616871908019007 0.00726557102833514 1.86302915351685 1.36492825947624 0.992734428971665 0.672251562382649 Class 0 SU55 11
46 6.55953078199567 1.33706259222881 1.78773637553762 0.972467277880946 0.745404670571323 2.1991595804 1.4829563649683 0.989725599884139 0.683998709875635 0.0102744001158609 1.85175314379065 1.36079136673872 0.989725599884139 0.745404670571323 Class 0 SU55 11
47 6.80238262127912 1.36715363618626 1.86910906493732 0.99435298149421 0.922034746417423 2.1960498335 1.48190749829401 0.989025585896581 0.846078112881478 0.0109744141034188 1.8491346509583 1.35982890503118 0.989025585896581 0.922034746417423 Class 0 SU55 11
48 6.9343908936362 1.30988086716947 1.71578788617664 0.952697569020495 1.01804650085808 2.189029262 1.47953684036593 0.987443407961066 0.934180480310931 0.0125565920389343 1.84322313573121 1.35765354038916 0.987443407961066 1.01804650085808 Class 0 SU55 11
49 7.17290898503488 1.28316212831427 1.64650504754001 0.933264597524662 1.19152457167987 2.1802505446 1.47656714869321 0.985461434693555 1.09336753845328 0.0145385653064455 1.8358312130673 1.35492849001979 0.985461434693555 1.19152457167987 Class 0 SU55 11
50 7.40115211750888 1.31857577916275 1.73864208539465 0.959021519332667 1.35752949846644 2.1778060851 1.47573916567258 0.984908838534188 1.24569708539318 0.0150911614658116 1.83377291061198 1.35416871571159 0.984908838534188 1.35752949846644 Class 0 SU55 11
51 7.610794632738 1.34017145644944 1.79605953268182 0.974728405178586 1.51000589508235 2.1724150539 1.47391148102591 0.983689041157777 1.38561257383764 0.0163109588422229 1.82923351335229 1.35249159455883 0.983689041157777 1.51000589508235 Class 0 SU55 11
52 7.94405182216138 1.38738745157221 1.92484394078004 1.00906936312353 1.7523892462556 2.1660796296 1.4717607243027 0.982253625363776 1.60802853934368 0.0177463746362235 1.82389891100268 1.35051801580086 0.982253625363776 1.7523892462556 Class 0 SU55 11
53 8.15472503126323 1.31904158498287 1.73987070291413 0.959360307449655 1.90561528321787 2.1634978857 1.4708833691697 0.98166807823924 1.74863191324154 0.0183319217607599 1.82172501128849 1.34971293662337 0.98166807823924 1.90561528321787 Class 0 SU55 11
54 8.20681774090183 1.34431246430451 1.80717600168446 0.97774022725775 1.94350315461157 2.1546658273 1.46787800150421 0.979662294801601 1.78339860598759 0.0203377051983986 1.81428817402843 1.34695514922674 0.979662294801601 1.94350315461157 Class 0 SU55 11
55 8.53770517151891 1.38055034854727 1.90591926487398 1.00409662736238 2.18416294182529 2.1407806452 1.46314067854052 0.9765006037884 2.00423299363231 0.0234993962115998 1.80259646696227 1.34260808390322 0.9765006037884 2.18416294182529 Class 0 SU55 11
56 8.67018250643486 1.32186641390898 1.74733081622059 0.96141485127746 2.28051585306177 2.135718848 1.46140988363977 0.975345470662514 2.09264841357863 0.0246545293374862 1.79833429382946 1.34101987078099 0.975345470662514 2.28051585306177 Class 0 SU55 11
57 8.83706409190943 1.33631152678149 1.78572849660909 0.971921015817147 2.40189153292758 2.1365001856 1.46167718241751 0.975523865960853 2.20402524245584 0.0244761340391471 1.79899220168211 1.34126514965614 0.975523865960853 2.40189153292758 Class 0 SU55 11
58 9.10588018894441 1.34457187698438 1.80787353237729 0.977928902301167 2.59740583394352 2.1338283242 1.46076292539207 0.974913690500314 2.38343320022278 0.0250863094996865 1.79674242054239 1.34042620854055 0.974913690500314 2.59740583394352 Class 0 SU55 11
59 9.32380176961691 1.31050106672505 1.7174130458875 0.953148650201785 2.75590372894097 2.1219297293 1.4566844988878 0.972191747216022 2.52887413985785 0.0278082527839781 1.78672347480096 1.33668376020694 0.972191747216022 2.75590372894097 Class 0 SU55 11
60 9.68512326147928 1.29307279344428 1.6720372491458 0.940472784783052 3.01869870179678 2.1047813309 1.4507864525491 0.968255389013844 2.77002023068848 0.031744610986156 1.77228404942629 1.33127159115873 0.968255389013844 3.01869870179678 Class 0 SU55 11
